"room_name","refundable_rate","rate_id","stay_date","amount","breakfast","lunch","dinner","adultcount","childcount","infantcount","nights","ota_room_id","rate_update_id","refundable","rate_plan_code","date_update","availability","report_date"
"Classic Double","279.00","51867665741","2024-08-19","279.00",True,False,False,2,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","239.00","51867665737","2024-08-19","239.00",False,False,False,2,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","239.00","51867665721","2024-08-19","239.00",True,False,False,1,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","219.00","51867665729","2024-08-19","219.00",False,False,False,2,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","279.00","51867665765","2024-08-20","279.00",True,False,False,2,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","219.00","51867665753","2024-08-20","219.00",False,False,False,2,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","239.00","51867665745","2024-08-20","239.00",True,False,False,1,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","259.00","51867665749","2024-08-20","259.00",True,False,False,1,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","239.00","51867665761","2024-08-20","239.00",False,False,False,2,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","259.00","51867665757","2024-08-20","259.00",True,False,False,2,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","199.00","51867665779","2024-08-21","199.00",False,False,False,2,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","219.00","51867665769","2024-08-21","219.00",True,False,False,1,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","239.00","51867665774","2024-08-21","239.00",True,False,False,1,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","259.00","51867665792","2024-08-21","259.00",True,False,False,2,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","219.00","51867665788","2024-08-21","219.00",False,False,False,2,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","239.00","51867665783","2024-08-21","239.00",True,False,False,2,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","189.00","51867665811","2024-08-22","189.00",False,False,False,2,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","239.00","51867665825","2024-08-22","239.00",True,False,False,2,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","199.00","51867665821","2024-08-22","199.00",False,False,False,2,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","219.00","51867665806","2024-08-22","219.00",True,False,False,1,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","199.00","51867665801","2024-08-22","199.00",True,False,False,1,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","219.00","51867665814","2024-08-22","219.00",True,False,False,2,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","199.00","51867665831","2024-08-23","199.00",True,False,False,1,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","219.00","51867665844","2024-08-23","219.00",True,False,False,2,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","239.00","51867665855","2024-08-23","239.00",True,False,False,2,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","199.00","51867665851","2024-08-23","199.00",False,False,False,2,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","219.00","51867665836","2024-08-23","219.00",True,False,False,1,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","189.00","51867665841","2024-08-23","189.00",False,False,False,2,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","259.00","51867665861","2024-08-24","259.00",True,False,False,1,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","269.00","51867665881","2024-08-24","269.00",False,False,False,2,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","279.00","51867665875","2024-08-24","279.00",True,False,False,2,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","309.00","51867665885","2024-08-24","309.00",True,False,False,2,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","239.00","51867665871","2024-08-24","239.00",False,False,False,2,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","289.00","51867665866","2024-08-24","289.00",True,False,False,1,0,0,1,"606651","34810000022877",True,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","198.00","51867665906","2024-08-25","198.00",True,False,False,2,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
"Classic Double","169.00","51867665903","2024-08-25","169.00",False,False,False,2,0,0,1,"606651","34810000022877",False,NULL,"2024-07-13 01:00:31",7,"2024-07-13"
